Title,Title_URL,Image,Date,Price,housing,Keywords,resulthood,Field1,Field2
"Gorgeous Contemporary 1 bedroom, 1 bathroom Beacon Hill",https://victoria.craigslist.org/apa/d/victoria-gorgeous-contemporary-bedroom/7290285043.html,https://images.craigslist.org/00k0k_fgWVvd1XcdVz_0dR0aZ_300x300.jpg,Mar 12,"$1,950","
                    1br -
                    650ft2 -
                ","
                    pic
                    13.9km
                "," (Victoria, B.C.)",1Ba,650
April 1-Beacon Hill Beauty-Furnished 1Br Condo,https://victoria.craigslist.org/apa/d/victoria-april-beacon-hill-beauty/7289870889.html,https://images.craigslist.org/00R0R_jBFDCjd4VMHz_0gw0b1_300x300.jpg,Mar 13,"$2,200","
                    1br -
                    761ft2 -
                ","
                    pic
                    13.9km
                ", (James Bay/Downtown),1Ba,761
South view  11th floor  1 bedroom new condo,https://victoria.craigslist.org/apa/d/victoria-south-view-11th-floor-bedroom/7273372995.html,https://images.craigslist.org/00T0T_arZ65cry8QEz_0wC0t2_300x300.jpg,Feb  5,"$1,950","
                    1br -
                    670ft2 -
                ","
                    pic
                    13.9km
                ", (downtown  Victoria),1Ba,670
"south view 1 Bedroom 11th floor bright, quiet",https://victoria.craigslist.org/apa/d/victoria-south-view-bedroom-11th-floor/7274657055.html,,Feb  8,"$1,950","
                    1br -
                    675ft2 -
                ","
                    13.9km
                ", (downtown  Victoria),1Ba,675
Beacon Tower-1 Bedroom-Available April 1st,https://victoria.craigslist.org/apa/d/victoria-beacon-tower-bedroom-available/7284891366.html,https://images.craigslist.org/00m0m_PowD3WCd5Hz_0jm09G_300x300.jpg,Mar 11,"$1,325","
                    1br -
                    610ft2 -
                ","
                    pic
                    13.9km
                ",,1Ba,610
New south facing 1 bedroom 11th floor,https://victoria.craigslist.org/apa/d/victoria-new-south-facing-bedroom-11th/7270821918.html,https://images.craigslist.org/00T0T_arZ65cry8QEz_0wC0t2_300x300.jpg,Jan 31,"$1,950","
                    1br -
                    675ft2 -
                ","
                    pic
                    13.9km
                ", (downtown Victoria),1Ba,675
Furnished Downtown Condo,https://victoria.craigslist.org/apa/d/victoria-furnished-downtown-condo/7284391294.html,https://images.craigslist.org/00t0t_gefYNEkRnWqz_0g80aK_300x300.jpg,Feb 28,"$2,000","
                    1br -
                    500ft2 -
                ","
                    pic
                    13.9km
                ", (Downtown Victoria),1Ba,500
Downtown Condo for Rent,https://victoria.craigslist.org/apa/d/victoria-downtown-condo-for-rent/7287440600.html,https://images.craigslist.org/00f0f_5AowAkwmlr6z_0gw0co_300x300.jpg,Mar  6,"$2,200","
                    1br -
                    751ft2 -
                ","
                    pic
                    13.9km
                ", (751 Fairfield Rd V8W 4A4 Vi Downtown-Victoria),1Ba,751
Basement Suite Steps Away from Dallas Road,https://victoria.craigslist.org/apa/d/victoria-basement-suite-steps-away-from/7282772561.html,https://images.craigslist.org/00000_35NzeiIz1BOz_0CI0t2_300x300.jpg,Mar 10,"$1,500","
                    1br -
                    650ft2 -
                ","
                    pic
                    13.9km
                ", (James Bay),1Ba,650
Brand New 1 BR Condo in the Wade,https://victoria.craigslist.org/apa/d/victoria-brand-new-br-condo-in-the-wade/7288248517.html,https://images.craigslist.org/00404_4N0ZAYOCA9Jz_0fu0kE_300x300.jpg,Mar  8,"$1,600","
                    1br -
                    401ft2 -
                ","
                    pic
                    13.9km
                "," (Victoria City, Fernwood)",1Ba,401
55+ Seniors Building - Cubbon Apartments,https://victoria.craigslist.org/apa/d/victoria-55-seniors-building-cubbon/7290358034.html,,Mar 12,"$1,600","
                    2br -
                    815ft2 -
                ","
                    pic
                    14km
                ", (Victoria),1Ba,815
Viscount Manor Bachelor Suite with Hardwood Floors,https://victoria.craigslist.org/apa/d/victoria-viscount-manor-bachelor-suite/7288144657.html,https://images.craigslist.org/00u0u_hrVeY9EQFnOz_0t20t2_300x300.jpg,Mar  8,"$1,200","
                    600ft2 -
                ","
                    pic
                    14km
                ", (Rockland Avenue),1Ba,600
Viscount Manor - 1 Bedroom Suite,https://victoria.craigslist.org/apa/d/victoria-viscount-manor-bedroom-suite/7275635651.html,https://images.craigslist.org/00d0d_boJgASnn8Wuz_0t20t2_300x300.jpg,Mar  8,"$1,450","
                    1br -
                    675ft2 -
                ","
                    pic
                    14km
                ", (950 Rockland Avenue),1Ba,675
Now or April 1-starting at $1275  top floor-  available,https://victoria.craigslist.org/apa/d/now-or-april-starting-at-1275-top-floor/7288196962.html,https://images.craigslist.org/01414_lUnVXmy7k9Sz_09G07g_300x300.jpg,Mar 10,"$1,275","
                    1br -
                ","
                    pic
                    14km
                ", (Fernwood),1Ba,
Top floor 1 bed - $1400- New floors,https://victoria.craigslist.org/apa/d/top-floor-bed-new-floors/7288201506.html,,Mar 10,"$1,400","
                    1br -
                ","
                    14km
                ", (Fernwood),1Ba,
2br Hillside shopping centre,https://victoria.craigslist.org/apa/d/victoria-2br-hillside-shopping-centre/7289204284.html,https://images.craigslist.org/00Y0Y_cfSmRmyKHatz_0ak07K_300x300.jpg,Mar 10,"$1,600","
                    2br -
                    700ft2 -
                ","
                    pic
                    14km
                "," (hillside,shelbourne)",1Ba,700
Van Meare Manor-1 Bedroom-Available Now,https://victoria.craigslist.org/apa/d/victoria-van-meare-manor-bedroom/7284740715.html,https://images.craigslist.org/01515_6ZgUnVK6Zo1z_0jm09G_300x300.jpg,Mar 11,"$1,450","
                    1br -
                ","
                    pic
                    14km
                ",,1Ba,
Bright Character Bachelor Suite,https://victoria.craigslist.org/apa/d/victoria-bright-character-bachelor-suite/7277596042.html,https://images.craigslist.org/00P0P_8F1YJO5WXdez_07K0ak_300x300.jpg,Feb 19,$970,,"
                    pic
                    14.1km
                ", (FERNWOOD),1Ba,
Bright Character Bachelor Suite,https://victoria.craigslist.org/apa/d/victoria-bright-character-bachelor-suite/7289872210.html,https://images.craigslist.org/00404_jr6ByQqerXcz_0ak07K_300x300.jpg,Mar 11,$945,,"
                    pic
                    14.1km
                ", (FERNWOOD),1.5Ba,
Brand New 1 Bedroom + Den in The Wade,https://victoria.craigslist.org/apa/d/victoria-brand-new-bedroom-den-in-the/7288986391.html,https://images.craigslist.org/00L0L_7yZ0vtkOnsPz_0gw0a2_300x300.jpg,Mar  9,"$2,000","
                    1br -
                    653ft2 -
                ","
                    pic
                    14.1km
                ", (Harris Green Victoria),1Ba,653
318-1061 Fort St - Available Immediately,https://victoria.craigslist.org/apa/d/victoria-fort-st-available-immediately/7288423042.html,https://images.craigslist.org/00U0U_5Pj7H3mr0W8z_0gw0co_300x300.jpg,Mar 11,"$1,450","
                    469ft2 -
                ","
                    pic
                    14.1km
                ", (Downtown),1Ba,469
1 Bedroom Unit at Oaklands Manor,https://victoria.craigslist.org/apa/d/bedroom-unit-at-oaklands-manor/7260370680.html,https://images.craigslist.org/00808_hRRbvNNAAtVz_0ak07K_300x300.jpg,Feb  8,"$1,395","
                    1br -
                    625ft2 -
                ","
                    pic
                    14.2km
                ", (Victoria),1Ba,625
NEW 1 Bedroom Condo,https://victoria.craigslist.org/apa/d/victoria-new-bedroom-condo/7272758805.html,https://images.craigslist.org/01717_1j4YDU76jQaz_09U07q_300x300.jpg,Feb  4,"$1,550","
                    1br -
                    441ft2 -
                ","
                    pic
                    14.2km
                "," (1029 View St, Victoria, BC)",1Ba,441
Bright Furnished Bach Cedar Hill March 1st,https://victoria.craigslist.org/apa/d/bright-furnished-bach-cedar-hill-march/7270564343.html,https://images.craigslist.org/00X0X_9fR4sHDOQbfz_06s04Q_300x300.jpg,Jan 31,$950,"
                    400ft2 -
                ","
                    pic
                    14.2km
                ", (Saanich),1Ba,400
Looking for a place,https://victoria.craigslist.org/apa/d/victoria-looking-for-place/7277112753.html,,Feb 13,$900,"
                    1br -
                ","
                    14.2km
                ", (Victoria bc),1Ba,
2 Bedroom at Oakmount Court,https://victoria.craigslist.org/apa/d/victoria-bedroom-at-oakmount-court/7290333848.html,https://images.craigslist.org/00C0C_jE3O1YPMsw6z_0pO0hc_300x300.jpg,Mar 12,"$1,525","
                    2br -
                    811ft2 -
                ","
                    pic
                    14.2km
                ", (Victoria),1Ba,811
1 & 2 Bedroom Units Available at Sylbert House,https://victoria.craigslist.org/apa/d/victoria-bedroom-units-available-at/7268564100.html,https://images.craigslist.org/00V0V_7o9CBrqWIKlz_0kE0dL_300x300.jpg,Feb 24,"$1,500","
                    1br -
                    600ft2 -
                ","
                    pic
                    14.2km
                ", (Saanich),1Ba,600
Must see ground floor two bedroom for May 1st,https://victoria.craigslist.org/apa/d/victoria-must-see-ground-floor-two/7287826283.html,https://images.craigslist.org/00303_3rTU0AyEMDvz_0hA0ma_300x300.jpg,Mar 11,"$1,650","
                    2br -
                ","
                    pic
                    14.2km
                ", (Victoria),1Ba,
Studio for Rent on Cook St,https://victoria.craigslist.org/apa/d/victoria-studio-for-rent-on-cook-st/7288787953.html,https://images.craigslist.org/00b0b_eG6gBAxGVMKz_0ak07K_300x300.jpg,Mar  9,"$1,450",,"
                    pic
                    14.2km
                ",,1Ba,
Downtown Bachelor Suite,https://victoria.craigslist.org/apa/d/victoria-downtown-bachelor-suite/7290244709.html,https://images.craigslist.org/00q0q_g4ZAdUNnVMtz_0pO0jm_300x300.jpg,Mar 12,"$1,200","
                    400ft2 -
                ","
                    pic
                    14.3km
                ", (1007 Johnson St),1Ba,400
Top Floor End Unit Two Bedroom for APRIL 15th,https://victoria.craigslist.org/apa/d/victoria-top-floor-end-unit-two-bedroom/7284423735.html,https://images.craigslist.org/00202_cZpqB7sdXq1z_0ak07K_300x300.jpg,Mar  7,"$1,532","
                    2br -
                    850ft2 -
                ","
                    pic
                    14.3km
                ", (Hillside and Shelbourne),1Ba,850
1 Bedroom unit at the Louise Apts,https://victoria.craigslist.org/apa/d/bedroom-unit-at-the-louise-apts/7272553996.html,https://images.craigslist.org/00707_5fP6I8D0AO4z_0kE0dL_300x300.jpg,Mar  3,"$1,345","
                    1br -
                    500ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,500
Newly Renovated Pet Friendly apt,https://victoria.craigslist.org/apa/d/victoria-newly-renovated-pet-friendly/7286253299.html,https://images.craigslist.org/00x0x_3paqCITbmMHz_0CI0t2_300x300.jpg,Mar 12,"$1,395","
                    1br -
                    630ft2 -
                ","
                    pic
                    14.3km
                ", (Fernwood),1Ba,630
1 Bedroom available in Gardenia Court - 850 Cook St,https://victoria.craigslist.org/apa/d/victoria-bedroom-available-in-gardenia/7276539892.html,https://images.craigslist.org/00T0T_8VDLyeLJ9sTz_0vj0nu_300x300.jpg,Mar 11,"$1,200","
                    1br -
                ","
                    pic
                    14.3km
                ", (Cook St Village),1Ba,
Royal Ramada-1 Bedroom- Available April 1st,https://victoria.craigslist.org/apa/d/victoria-royal-ramada-bedroom-available/7284581399.html,https://images.craigslist.org/00I0I_gltaTOzE0kMz_0jm09G_300x300.jpg,Mar 11,"$1,295","
                    1br -
                    526ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,526
Fairfield Border,https://victoria.craigslist.org/apa/d/victoria-fairfield-border/7290420860.html,https://images.craigslist.org/00l0l_g2MfgRNtmDSz_0ak07K_300x300.jpg,Mar 14,"$1,450","
                    1br -
                ","
                    pic
                    14.3km
                ", (Victoria),1Ba,
1038 McClure-1 Bedroom-Available Now,https://victoria.craigslist.org/apa/d/victoria-1038-mcclure-bedroom-available/7257001020.html,https://images.craigslist.org/00Y0Y_b3m1bbQ9aK8z_0jm09G_300x300.jpg,Feb  3,"$2,350","
                    1br -
                    755ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,755
1038 McClure-1 Bedroom-Available Now,https://victoria.craigslist.org/apa/d/victoria-1038-mcclure-bedroom-available/7265260233.html,https://images.craigslist.org/00n0n_62TIyKcHyvmz_0jm09G_300x300.jpg,Feb 19,"$2,325","
                    1br -
                    755ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,755
1038 McClure-1 Bedroom-Available Now,https://victoria.craigslist.org/apa/d/victoria-1038-mcclure-bedroom-available/7269823594.html,https://images.craigslist.org/00m0m_B4nTIQpQWIz_0jm09G_300x300.jpg,Feb 24,"$2,575","
                    1br -
                    755ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,755
1038 McClure-1 Bedroom-Available April 1st,https://victoria.craigslist.org/apa/d/victoria-1038-mcclure-bedroom-available/7284909034.html,https://images.craigslist.org/00E0E_3Fx0nLAg9Zlz_0jm09G_300x300.jpg,Mar 11,"$2,200","
                    1br -
                    592ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,592
1038 McClure-Jr. 1 Bedroom-Available April 1st,https://victoria.craigslist.org/apa/d/victoria-1038-mcclure-jr-bedroom/7284910378.html,https://images.craigslist.org/00x0x_ane1ArpwOOEz_0jm09G_300x300.jpg,Mar 11,"$2,250","
                    1br -
                    550ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,550
"1 bedroom, 1 bathroom recently renovated",https://victoria.craigslist.org/apa/d/victoria-bedroom-bathroom-recently/7273333584.html,https://images.craigslist.org/00z0z_jA09W7j1r3Yz_0kE0fu_300x300.jpg,Feb  5,"$1,295","
                    1br -
                ","
                    pic
                    14.3km
                ", (Fernwood),1Ba,
"1 bedroom, 1 bathroom recently renovated",https://victoria.craigslist.org/apa/d/victoria-bedroom-bathroom-recently/7290282857.html,https://images.craigslist.org/00z0z_jA09W7j1r3Yz_0kE0fu_300x300.jpg,Mar 12,"$1,150","
                    1br -
                ","
                    pic
                    14.3km
                ", (Fernwood),1Ba,
Pandora Villa-2 Bedroom-Available April 1st,https://victoria.craigslist.org/apa/d/victoria-pandora-villa-bedroom/7290322557.html,https://images.craigslist.org/00303_8ueCUyj03FMz_0jm09G_300x300.jpg,Mar 12,"$1,795","
                    2br -
                    945ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,945
1 Bedroom Unit Available at the Ridgemont Apartments,https://victoria.craigslist.org/apa/d/victoria-bedroom-unit-available-at-the/7285876478.html,https://images.craigslist.org/00Q0Q_64a7Wpsrv2Nz_0ak0ak_300x300.jpg,Mar 12,"$1,295","
                    1br -
                    600ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,600
1 bedroom - Cook Street Village,https://victoria.craigslist.org/apa/d/victoria-bedroom-cook-street-village/7272723678.html,,Mar  5,"$1,400","
                    1br -
                ","
                    14.3km
                ",,1Ba,
South Facing 1 Bedroom Apartment Avaliable March 1,https://victoria.craigslist.org/apa/d/victoria-south-facing-bedroom-apartment/7288782358.html,https://images.craigslist.org/00U0U_1xi2HbbpgAtz_0A90t2_300x300.jpg,Mar  9,"$1,400","
                    1br -
                ","
                    pic
                    14.3km
                ", (Cook St Village),1Ba,
Main floor suite in classic old building,https://victoria.craigslist.org/apa/d/victoria-main-floor-suite-in-classic/7285756472.html,https://images.craigslist.org/00O0O_2gZvGeAhnPPz_0CI0t2_300x300.jpg,Mar  3,"$3,100","
                    3br -
                    1600ft2 -
                ","
                    pic
                    14.3km
                ", (Victoria),2.5Ba,1600
Hibiscus Villa-2 Bedroom-Available March 15th,https://victoria.craigslist.org/apa/d/victoria-hibiscus-villa-bedroom/7276032301.html,https://images.craigslist.org/00E0E_6wOTvK67Nk2z_0jm09G_300x300.jpg,Mar 11,"$1,550","
                    2br -
                    950ft2 -
                ","
                    pic
                    14.3km
                ",,1Ba,950
1 Bedroom NW Corner- Avaliable immediately,https://victoria.craigslist.org/apa/d/victoria-bedroom-nw-corner-avaliable/7289405562.html,https://images.craigslist.org/00i0i_95IHoyvsRNsz_0CI0t2_300x300.jpg,Mar 10,"$1,450","
                    1br -
                ","
                    pic
                    14.4km
                ", (Cook St Village),1Ba,
3BR+1BA UPPER SUITE NEAR UVIC  [SHELBOURNE & MCKENZIE],https://victoria.craigslist.org/apa/d/victoria-3br1ba-upper-suite-near-uvic/7266197195.html,https://images.craigslist.org/00B0B_iTgYWJJig0wz_0CI0lM_300x300.jpg,Feb 18,"$2,400","
                    3br -
                    1500ft2 -
                ","
                    pic
                    14.4km
                ", (Shelbourne & McKenzie),1Ba,1500
Rockmeare Manor-1 Bedroom-Available March 15th,https://victoria.craigslist.org/apa/d/victoria-rockmeare-manor-bedroom/7274599802.html,https://images.craigslist.org/00P0P_dQK0eGF7JKtz_0jm09G_300x300.jpg,Mar  8,"$1,630","
                    1br -
                    664ft2 -
                ","
                    pic
                    14.4km
                ",,1Ba,664
The Haida-1 Bedroom-Available April 1st,https://victoria.craigslist.org/apa/d/victoria-the-haida-bedroom-available/7284895278.html,https://images.craigslist.org/00o0o_cumLjjQicM6z_0jm09G_300x300.jpg,Mar 11,"$1,265","
                    1br -
                    624ft2 -
                ","
                    pic
                    14.4km
                ",,1Ba,624
Fairfield Character Garden Suite,https://victoria.craigslist.org/apa/d/victoria-fairfield-character-garden/7290888526.html,https://images.craigslist.org/00G0G_2grWLeQiHI6z_0CI0t2_300x300.jpg,Mar 13,"$1,550","
                    1br -
                ","
                    pic
                    14.4km
                ", (Fairfield),1Ba,
SUNNY ONE BEDROOM SUITE WITH BALCONY,https://victoria.craigslist.org/apa/d/victoria-sunny-one-bedroom-suite-with/7285738239.html,,Mar  3,"$1,450","
                    1br -
                ","
                    pic
                    14.4km
                ", (COOK ST. VILLAGE),1Ba,
"2 bedroom ground level suite, near UVic, available April 1st.",https://victoria.craigslist.org/apa/d/victoria-bedroom-ground-level-suite/7289468376.html,https://images.craigslist.org/00B0B_6xUFVo5XXQpz_0gw09i_300x300.jpg,Mar 10,"$1,380","
                    2br -
                ","
                    pic
                    14.4km
                ", (Shelburne/ Uvic),1Ba,
bright and charming 6 bdr house near UVIC,https://victoria.craigslist.org/apa/d/victoria-bright-and-charming-bdr-house/7289753857.html,https://images.craigslist.org/00l0l_brEri5tD4aXz_0an07K_300x300.jpg,Mar 11,"$3,660","
                    6br -
                ","
                    pic
                    14.4km
                ", (uvic),2Ba,
Family of 3 with small dog seeking bright home,https://victoria.craigslist.org/apa/d/victoria-family-of-with-small-dog/7286130818.html,,Mar  4,"$2,800","
                    3br -
                    1100ft2 -
                ","
                    14.5km
                "," (Victoria, Cadburo Bay, Fairfield, Fernwood, OakBay, Saanich)",1.5Ba,1100
Great Apartment Super Close to UVic,https://victoria.craigslist.org/apa/d/victoria-great-apartment-super-close-to/7289220510.html,https://images.craigslist.org/00V0V_9DGXDCYxBw9z_0CI0t2_300x300.jpg,Mar 14,"$2,000","
                    2br -
                    900ft2 -
                ","
                    pic
                    14.5km
                ", (Shelbourne at Midgard),1Ba,900
1 Bedroom Suite in Cook St. Village!,https://victoria.craigslist.org/apa/d/victoria-bedroom-suite-in-cook-st/7286956893.html,https://images.craigslist.org/00e0e_5Paw2w4QDvhz_0CI0t2_300x300.jpg,Mar 12,"$1,445","
                    1br -
                ","
                    pic
                    14.5km
                ", (Victoria),1Ba,
Bach & 2 Bedroom Units Available at the Lovely McKenzie Manor,https://victoria.craigslist.org/apa/d/victoria-bach-bedroom-units-available/7268564397.html,https://images.craigslist.org/00n0n_4l5FdEcfbKbz_0kE0dL_300x300.jpg,Feb 24,"$1,150","
                    400ft2 -
                ","
                    pic
                    14.5km
                ", (Saanich),1Ba,400
1 Bedroom Avaliable April 1,https://victoria.craigslist.org/apa/d/victoria-bedroom-avaliable-april/7286750685.html,https://images.craigslist.org/00Z0Z_cnbZKZ7Xt3qz_0x20oM_300x300.jpg,Mar  5,"$1,375","
                    1br -
                ","
                    pic
                    14.5km
                ", (Downtown Victoria),1Ba,
1 Bedroom Avaliable April 1,https://victoria.craigslist.org/apa/d/victoria-bedroom-avaliable-april/7288777475.html,https://images.craigslist.org/00g0g_3q2u6PNrztbz_0ak07K_300x300.jpg,Mar  9,"$1,375","
                    1br -
                ","
                    pic
                    14.5km
                ", (Downtown Victoria),1Ba,
Nice Place To Call Home 2 Bedroom Near UVIC,https://victoria.craigslist.org/apa/d/victoria-nice-place-to-call-home/7284853693.html,,Mar  1,"$1,700","
                    2br -
                    800ft2 -
                ","
                    14.5km
                ", (Saanich/ Victoria),1Ba,800
"ROCKLAND - 1 bdm,  3rd floor",https://victoria.craigslist.org/apa/d/victoria-rockland-bdm-3rd-floor/7288546048.html,https://images.craigslist.org/00F0F_gjgTiCIyPDO_0ak05O_300x300.jpg,Mar 13,"$1,395","
                    1br -
                    615ft2 -
                ","
                    pic
                    14.5km
                ",,1Ba,615
"Luxurious, top floor unit",https://victoria.craigslist.org/apa/d/victoria-luxurious-top-floor-unit/7285083521.html,https://images.craigslist.org/00j0j_lvkC3rpgNVRz_0x20oM_300x300.jpg,Mar  2,"$1,950","
                    1br -
                    800ft2 -
                ","
                    pic
                    14.5km
                ", (Victoria),1Ba,800
Brand New Condo with balcony,https://victoria.craigslist.org/apa/d/victoria-brand-new-condo-with-balcony/7289851114.html,https://images.craigslist.org/00e0e_fCAevVrqqbJz_0ne0hq_300x300.jpg,Mar 11,"$1,800","
                    1br -
                    692ft2 -
                ","
                    pic
                    14.5km
                ", (Hillside),1Ba,692
1 Bed/1Bath close to Government House,https://victoria.craigslist.org/apa/d/victoria-bed-1bath-close-to-government/7288520799.html,https://images.craigslist.org/00a0a_kWWMiZlQc6Yz_0CI0t2_300x300.jpg,Mar 12,"$1,430","
                    1br -
                ","
                    pic
                    14.5km
                ", (930 Pemberton),1Ba,
Gordon Head Home for Rent.,https://victoria.craigslist.org/apa/d/victoria-gordon-head-home-for-rent/7289275998.html,https://images.craigslist.org/00w0w_jCJEJUMTUCCz_08c069_300x300.jpg,Mar 10,"$3,900","
                    5br -
                ","
                    pic
                    14.5km
                ", (1604 Hybury Place Victoria),2.5Ba,
Lovely newly renovated 2 Bedroom Unit Available at Cavalier Apartments,https://victoria.craigslist.org/apa/d/victoria-lovely-newly-renovated-bedroom/7289221434.html,https://images.craigslist.org/00Y0Y_33p2jixHYi5z_0kE0dL_300x300.jpg,Mar 12,"$1,850","
                    2br -
                    1000ft2 -
                ","
                    pic
                    14.6km
                ",,1Ba,1000
Fairview Manor-1 Bedroom-Available Now,https://victoria.craigslist.org/apa/d/victoria-fairview-manor-bedroom/7257561276.html,https://images.craigslist.org/00E0E_9GQQiao3ryYz_0jm09G_300x300.jpg,Feb  3,"$1,375","
                    1br -
                ","
                    pic
                    14.6km
                ",,1Ba,
Brand new 1 bedroom condo on 3rd floor in the Wade,https://victoria.craigslist.org/apa/d/victoria-brand-new-bedroom-condo-on-3rd/7285110161.html,https://images.craigslist.org/00S0S_bztSJtoYB1Vz_07K0ak_300x300.jpg,Mar  2,"$1,250","
                    1br -
                ","
                    pic
                    14.6km
                ", (Victoria),1Ba,
3 Bedroom suite for rent,https://victoria.craigslist.org/apa/d/victoria-bedroom-suite-for-rent/7272300439.html,,Feb  3,"$2,550","
                    3br -
                ","
                    14.6km
                ", (Uvic area),1Ba,
New 2 Bedroom and 1 Bathroom,https://victoria.craigslist.org/apa/d/victoria-new-bedroom-and-bathroom/7273700361.html,,Feb  6,"$1,700","
                    2br -
                    1100ft2 -
                ","
                    14.6km
                ", (Saanich),1Ba,1100
"Large, Renovated Top Floor 1 Bedroom Suite at Tomar Court",https://victoria.craigslist.org/apa/d/victoria-large-renovated-top-floor/7274721871.html,https://images.craigslist.org/00o0o_75uqzemoRFvz_0Im0tz_300x300.jpg,Mar 10,"$1,350","
                    1br -
                    650ft2 -
                ","
                    pic
                    14.6km
                ", (Cedar Hill/Cedar Hill Cross),1Ba,650
3 Bedroom suite for rent,https://victoria.craigslist.org/apa/d/victoria-bedroom-suite-for-rent/7278490676.html,,Feb 16,"$2,475","
                    3br -
                ","
                    14.6km
                ", (Uvic/Camosun),1Ba,
"Dream location 1 bdrm, heat hot water included Avail April Victoria",https://victoria.craigslist.org/apa/d/victoria-dream-location-bdrm-heat-hot/7279221209.html,,Feb 18,"$1,450","
                    1br -
                ","
                    pic
                    14.6km
                ", (Victoria),1Ba,
Bachelor suite near uvic-just in reno stage,https://victoria.craigslist.org/apa/d/victoria-bachelor-suite-near-uvic-just/7284604874.html,,Mar  1,"$1,100","
                    1br -
                ","
                    14.6km
                ", (Saanich),1Ba,
"1 bedroom suite, fully furnished",https://victoria.craigslist.org/apa/d/victoria-bedroom-suite-fully-furnished/7284832472.html,https://images.craigslist.org/00y0y_j5zroNlWYM6z_09G07g_300x300.jpg,Mar 13,"$1,350","
                    1br -
                ","
                    pic
                    14.6km
                ", (VICTORIA),1Ba,
3-bedroom main floor self-contained suite - High Quadra,https://victoria.craigslist.org/apa/d/victoria-bedroom-main-floor-self/7285295426.html,https://images.craigslist.org/00m0m_hc4BUooFmowz_0pO0hc_300x300.jpg,Mar  2,"$2,400","
                    3br -
                    1200ft2 -
                ","
                    pic
                    14.6km
                ", (Saanich),1Ba,1200
Furnished 2 bedroom basement suite near Uvic,https://victoria.craigslist.org/apa/d/victoria-furnished-bedroom-basement/7286592421.html,https://images.craigslist.org/00707_a6lQa24CcYxz_0x20oM_300x300.jpg,Mar  5,"$1,800","
                    2br -
                    1000ft2 -
                ","
                    pic
                    14.6km
                ", (Mount Tolmie),1Ba,1000
Basement Bachelor Suite across from Camosun,https://victoria.craigslist.org/apa/d/victoria-basement-bachelor-suite-across/7287878264.html,,Mar 14,$900,"
                    1br -
                ","
                    14.6km
                "," (1000 Argyle Street, Victoria,)",1Ba,
2BR Upper Suite for Rent (near UVic),https://victoria.craigslist.org/apa/d/victoria-2br-upper-suite-for-rent-near/7288512131.html,https://images.craigslist.org/01111_7sOzqDPsGMYz_08c069_300x300.jpg,Mar 13,"$2,100","
                    2br -
                    1150ft2 -
                ","
                    pic
                    14.6km
                ", (Cedar Hill X & Blenkinsop),1Ba,1150
Must see 1 bdrm for rent Victoria By Shelbourne and Christmas Avenue,https://victoria.craigslist.org/apa/d/victoria-must-see-bdrm-for-rent/7288702218.html,,Mar 14,"$1,775","
                    1br -
                ","
                    pic
                    14.6km
                ", (Victoria),1Ba,
Cedar Hill Bachelor,https://victoria.craigslist.org/apa/d/victoria-cedar-hill-bachelor/7289492816.html,https://images.craigslist.org/00L0L_2MnT8IvZ8CPz_0CI0t2_300x300.jpg,Mar 10,"$1,000","
                    450ft2 -
                ","
                    pic
                    14.6km
                ", (Oaklands),1Ba,450
CADBORO BAY VILLAGE,https://victoria.craigslist.org/apa/d/victoria-cadboro-bay-village/7290356513.html,,Mar 12,"$1,100","
                    1br -
                ","
                    14.6km
                "," (CADBORO BAY, SAANICH)",1Ba,
"WANTED - Professional, Mature Couple Seeking Longterm Rental",https://victoria.craigslist.org/apa/d/victoria-wanted-professional-mature/7291262761.html,,Mar 14,"$3,000","
                    3br -
                ","
                    pic
                    14.6km
                ", (Victoria),2Ba,
garden suite,https://victoria.craigslist.org/apa/d/victoria-garden-suite/7274455484.html,,Feb  8,"$1,200","
                    300ft2 -
                ","
                    pic
                    14.6km
                ", (fernwood),1Ba,300
"FERNWOOD - 2 bdm+den,  3rd floor, Faces South East",https://victoria.craigslist.org/apa/d/victoria-fernwood-bdmden-3rd-floor/7288542600.html,https://images.craigslist.org/00r0r_2utZA9lOiXr_0ak0im_300x300.jpg,Mar 13,"$1,850","
                    3br -
                    975ft2 -
                ","
                    pic
                    14.7km
                ", (Victoria),1Ba,975
"FERNWOOD - 2 bdm TOP floor, large balcony",https://victoria.craigslist.org/apa/d/victoria-fernwood-bdm-top-floor-large/7288945517.html,https://images.craigslist.org/00r0r_2utZA9lOiXr_0ak0im_300x300.jpg,Mar 13,"$1,725","
                    2br -
                    885ft2 -
                ","
                    pic
                    14.7km
                ", (Victoria),1Ba,885
